image,xmin,ymin,xmax,ymax,label
"062.BMP,240.77922077922076,221.29870129870127,269.87012987012986,270.6493506493506,""High grade"""
"065.BMP,223.11688311688303,231.16883116883113,250.90909090909088,294.025974025974,""Low grade"""
"064.BMP,282.3376623376623,278.4415584415584,300.77922077922074,303.8961038961038,""Low grade"""
"067.BMP,278.7012987012987,290.9090909090909,351.94805194805195,415.5844155844155,""High grade"""
"066.BMP,176.88311688311686,303.37662337662334,209.09090909090907,361.55844155844153,""High grade"""
"063.BMP,276.1038961038961,204.67532467532465,305.19480519480516,262.3376623376623,""High grade"""
"063.BMP,189.35064935064932,193.24675324675323,215.8441558441558,238.96103896103892,""High grade"""
"063.BMP,252.20779220779218,318.9610389610389,278.18181818181813,370.9090909090909,""High grade"""
"101.jpg,623.2391454169539,561.1764705882352,782.0261888352862,660.5652573529411,""High grade"""
"101.jpg,694.6933149552034,685.7123161764706,738.3597518952447,757.1829044117648,""High grade"""
"068.jpg,1024.1764300482428,857.7711397058823,1159.145416953825,970.1470588235294,""benign finding"""
"068.jpg,934.1971054445211,554.6829044117646,991.0957960027567,655.2711397058823,""benign finding"""
"069.jpg,832.3087525844246,574.5358455882352,899.7932460372158,714.829963235294,""benign finding"""
"069.jpg,1050.6409372846313,862.9411764705882,1168.4079944865612,946.4476102941176,""benign finding"""
"100.jpg,561.0475534114404,635.4181985294117,807.1674707098553,727.9411764705882,""High grade"""
"100.jpg,561.0475534114404,78.21231617647057,652.3501033769815,271.44761029411757,""High grade"""
"102.jpg,636.4713990351482,521.5946691176471,932.8738800827016,696.3005514705883,""High grade"""
"102.jpg,775.4100620261889,739.9770220588235,850.8339076498967,872.3299632352941,""High grade"""
"107.jpg,682.7842866988284,426.30055147058823,760.8545830461751,522.9181985294117,""High grade"""
"107.jpg,785.9958649207443,639.3887867647059,841.5713301171606,705.5652573529411,""Low grade"""
"107.jpg,779.3797381116472,455.41819852941177,830.9855272226051,488.38235294117646,""Low grade"""
"105.BMP,235.3246753246752,206.2337662337661,281.55844155844153,238.96103896103892,""High grade"""
"105.BMP,180.5194805194805,212.46753246753244,220.5194805194805,266.49350649350646,""High grade"""
"103.jpg,636.4713990351482,829.9770220588235,842.8945554789801,953.0652573529412,""High grade"""
"103.jpg,940.8132322536184,659.2417279411765,1054.6106133700898,841.7647058823529,""High grade"""
"103.jpg,964.6312887663681,863.0652573529411,1119.448656099242,935.8593749999999,""High grade"""
"103.jpg,460.48242591316335,626.1534926470588,566.3404548587182,730.7123161764705,""High grade"""
"103.jpg,453.8662991040662,426.30055147058823,710.5720192970366,607.6240808823529,""High grade"""
"103.jpg,457.8359751895245,201.30055147058823,1049.317711922812,408.97058823529414,""High grade"""
"104.jpg,288.4631288766368,129.70588235294116,1452.9014472777396,712.1829044117646,""High grade"""
"104.jpg,338.74569262577535,725.4181985294117,820.3997243280496,925.2711397058823,""High grade"""
"104.jpg,358.5940730530669,931.8887867647059,576.9262577532736,1053.6534926470588,""High grade"""
"106.BMP,283.89610389610385,227.5324675324675,341.55844155844153,305.45454545454544,""High grade"""
"106.BMP,147.7922077922078,249.35064935064932,229.35064935064935,327.27272727272725,""High grade"""
"111.jpg,1074.4589937973813,327.0358455882353,1204.135079255686,427.6240808823529,""Low grade"""
"111.jpg,782.026188835286,439.5358455882353,895.8235699517575,565.2711397058823,""Low grade"""
"108.jpg,549.1385251550656,35.85937499999999,705.2791178497589,147.03584558823528,""High grade"""
"108.jpg,809.8139214334942,117.91819852941177,866.7126119917301,166.76470588235293,""Low grade"""
"108.jpg,779.3797381116475,450.1240808823529,858.7732598208133,520.1470588235294,""Low grade"""
"110.jpg,662.935906271537,759.8299632352941,782.0261888352861,855.1240808823529,""benign finding"""
"109.jpg,591.4817367332874,863.0652573529411,662.935906271537,912.0358455882352,""benign finding"""
"112.jpg,521.3507925568574,321.7417279411764,633.8249483115094,505.7123161764705,""Low grade"""
"115.jpg,465.7753273604411,552.0358455882352,946.1061337008962,927.7941176470588,""High grade"""
"115.jpg,408.8766368022054,50.41819852941176,676.1681598897312,213.21231617647058,""High grade"""
"113.jpg,681.461061337009,668.5064338235294,746.2991040661614,774.3887867647059,""High grade"""
"113.jpg,737.0365265334252,823.359375,954.0454858718126,892.0588235294117,""High grade"""
"116.jpg,685.4307374224675,288.52941176470586,1169.7312198483805,751.8887867647059,""High grade"""
"116.jpg,611.330117160579,5.4181985294117645,783.3494141971055,83.5064338235294,""High grade"""
"114.jpg,742.329427980703,712.0588235294117,1241.18538938663,886.7647058823529,""High grade"""
"114.jpg,692.0468642315644,458.06525735294116,756.8849069607168,642.0358455882352,""High grade"""
"117.jpg,623.239145416954,614.2417279411764,709.2487939352172,660.5652573529411,""benign finding"""
"117.jpg,518.7043418332185,626.1534926470588,588.8352860096485,739.9770220588234,""benign finding"""
"120.jpg,1225.3066850447967,649.9770220588235,1403.9421088904205,712.1829044117648,""High grade"""
"120.jpg,971.2474155754653,745.2711397058823,1225.306685044797,819.3887867647059,""High grade"""
"120.jpg,837.6016540317023,602.3299632352941,894.500344589938,738.6534926470588,""High grade"""
"121.jpg,719.8345968297726,533.5064338235294,942.1364576154377,683.0652573529412,""High grade"""
"121.jpg,606.0372157133012,211.88878676470588,784.6726395589249,327.0358455882353,""High grade"""
"121.jpg,1274.2660234321158,327.0358455882353,1362.922122674018,422.32996323529414,""Low grade"""
"118.jpg,579.5727084769125,521.5946691176471,820.3997243280496,607.6240808823529,""benign finding"""
"118.jpg,452.54307374224675,571.8887867647059,534.5830461750518,732.0358455882352,""benign finding"""
"119.jpg,706.6023432115783,461.9117647058823,963.3080634045486,538.6764705882352,""High grade"""
"119.jpg,664.2591316333563,406.4476102941176,702.6326671261199,480.56525735294116,""High grade"""
"122.jpg,1229.276361130255,403.80055147058823,1333.8111647139904,496.4476102941176,""Low grade"""
"122.jpg,576.9262577532738,301.88878676470586,727.7739490006892,381.1764705882353,""High grade"""
"122.jpg,697.3397656788422,545.4181985294117,849.5106822880773,655.2711397058823,""High grade"""
"124.jpg,727.7739490006894,251.59466911764704,942.1364576154378,492.47702205882354,""Invasive"""
"124.jpg,696.0165403170228,614.2417279411765,1380.1240523776705,908.0652573529412,""High grade"""
"124.jpg,1057.2570640937288,291.30055147058823,1280.8821502412131,537.3529411764706,""High grade"""
"125.BMP,352.4675324675324,118.96103896103895,369.090909090909,156.36363636363635,""benign finding"""
"126.BMP,382.59740259740255,211.42857142857142,396.10389610389603,252.98701298701297,""benign finding"""
"123.jpg,739.6829772570643,238.35937499999991,873.3287388008271,387.9181985294117,""Invasive"""
"123.jpg,759.5313576843556,452.7711397058823,1161.7918676774639,632.7711397058823,""High grade"""
"123.jpg,919.6416264645073,247.62408088235293,1119.448656099242,385.2711397058823,""High grade"""
"127.BMP,245.97402597402595,203.63636363636363,276.6233766233766,233.76623376623377,""benign finding"""
"131.jpg,804.5210199862164,747.7941176470588,980.5099931082012,919.8529411764705,""High grade"""
"131.jpg,950.0758097863543,647.3299632352941,1029.4693314955205,728.0652573529412,""High grade"""
"131.jpg,1040.0551343900759,808.8005514705882,1107.539627842867,898.8005514705882,""High grade"""
"131.jpg,723.804272915231,541.4476102941177,828.3390764989663,746.5946691176471,""High grade"""
"130.jpg,821.7229496898691,831.3005514705881,1037.408683666437,972.7941176470587,""High grade"""
"130.jpg,979.1867677463819,741.3005514705882,1055.9338387319092,814.094669117647,""High grade"""
"130.jpg,764.8242591316334,648.6534926470588,819.0764989662302,812.7711397058823,""High grade"""
"129.BMP,431.9480519480519,340.2597402597402,457.40259740259734,366.75324675324674,""benign finding"""
"129.BMP,412.2077922077922,152.20779220779218,437.1428571428571,202.07792207792204,""benign finding"""
"128.BMP,127.01298701298698,292.987012987013,174.8051948051948,327.79220779220776,""benign finding"""
"132.BMP,297.4025974025974,232.20779220779218,311.42857142857144,244.67532467532465,""benign finding"""
"137.jpg,723.804272915231,86.15349264705883,1059.9035148173675,348.2123161764706,""High grade"""
"137.jpg,983.1564438318402,687.0358455882352,1069.1660923501036,784.9770220588234,""benign finding"""
"136.jpg,747.6223294279807,336.30055147058823,946.106133700896,495.1240808823529,""High grade"""
"135.jpg,1202.8118538938663,319.0946691176471,1294.1144038594073,439.5358455882353,""Low grade"""
"134.jpg,1006.97450034459,517.6240808823529,1061.226740179187,598.2352941176471,""Low grade"""
"133.BMP,247.012987012987,313.7662337662337,284.4155844155844,328.3116883116883,""benign finding"""
"140.jpg,860.0964851826327,623.5064338235294,997.7119228118539,878.9476102941176,""Low grade"""
"141.jpg,529.290144727774,338.9476102941176,657.6430048242592,616.8887867647059,""High grade"""
"142.jpg,553.1082012405238,350.859375,682.7842866988285,509.6829044117647,""High grade"""
"139.jpg,584.8656099241903,239.6829044117647,882.5913163335631,466.0064338235294,""High grade"""
"139.jpg,934.1971054445211,499.0946691176471,1005.6512749827706,585.1240808823529,""Low grade"""
"138.BMP,377.9220779220779,183.37662337662337,410.1298701298701,205.71428571428572,""benign finding"""
"145.jpg,969.9241902136458,182.77113970588235,1070.489317711923,341.5946691176471,""High grade"""
"145.jpg,1005.6512749827706,443.5064338235294,1055.9338387319092,500.4181985294117,""benign finding"""
"146.jpg,951.3990351481738,190.71231617647058,1239.8621640248107,424.97702205882354,""High grade"""
"143.jpg,940.8132322536183,784.9770220588235,1014.9138525155066,939.8299632352941,""High grade"""
"143.jpg,788.6423156443832,639.3887867647059,830.9855272226051,710.859375,""High grade"""
"144.jpg,963.3080634045486,553.359375,1149.882839421089,681.7417279411765,""High grade"""
"144.jpg,738.3597518952447,240.88235294117646,813.7835975189525,362.6470588235294,""High grade"""
"147.jpg,639.1178497587871,430.2711397058823,763.501033769814,553.359375,""High grade"""
"148.jpg,566.3404548587182,432.91819852941177,697.3397656788422,550.7123161764706,""High grade"""
"149.jpg,713.2184700206755,610.2711397058823,795.2584424534805,717.4770220588235,""High grade"""
"149.jpg,545.1688490696072,639.3887867647059,588.8352860096485,718.8005514705882,""High grade"""
"151.jpg,909.0558235699519,688.2352941176471,952.7222605099932,749.2417279411764,""Low grade"""
"150.jpg,991.0957960027567,577.1829044117646,1132.6809097174364,746.594669117647,""High grade"""
"152.jpg,969.9241902136458,702.9181985294117,1021.5299793246038,769.094669117647,""Low grade"""
"153.jpg,709.2487939352171,577.1829044117646,799.2281185389387,673.8005514705882,""Low grade"""
"153.jpg,726.4507236388698,287.3299632352941,842.8945554789801,397.18290441176464,""Low grade"""
"156.jpg,624.5623707787732,632.7711397058823,686.7539627842867,710.859375,""benign finding"""
"156.jpg,841.5713301171606,541.4476102941177,936.8435561681599,587.7711397058824,""benign finding"""
"155.jpg,603.3907649896623,577.0588235294117,692.0468642315644,602.329963235294,""benign finding"""
"155.jpg,506.79531357684357,628.8005514705882,545.1688490696072,669.829963235294,""benign finding"""
"154.jpg,739.6829772570642,309.8299632352941,963.3080634045486,484.53584558823525,""Low grade"""
"154.jpg,789.9655410062027,762.4770220588235,938.1667815299794,892.1829044117646,""Low grade"""
"157.jpg,1226.629910406616,225.12408088235293,1344.3969676085458,278.06525735294116,""Low grade"""
"158.jpg,803.197794624397,416.9117647058823,1073.1357684355617,554.6829044117646,""Low grade"""
"158.jpg,1063.8731909028256,311.15349264705884,1286.1750516884906,409.0946691176471,""Low grade"""
"161.jpg,591.4817367332874,694.9770220588235,771.4403859407306,773.0652573529412,""Low grade"""
"161.jpg,860.0964851826327,509.6829044117647,906.409372846313,569.2417279411765,""Low grade"""
"159.jpg,879.9448656099242,791.5946691176471,977.8635423845624,878.9476102941177,""benign finding"""
"159.jpg,762.1778084079946,475.2711397058823,808.4906960716748,575.859375,""Low grade"""
"160.jpg,816.4300482425915,348.2123161764705,911.7022742935908,487.0588235294117,""Low grade"""
"160.jpg,992.4190213645762,669.8299632352941,1118.1254307374224,762.4770220588235,""benign finding"""
"162.jpg,652.3501033769815,537.4770220588235,811.1371467953136,604.9770220588235,""Low grade"""
"162.jpg,927.5809786354239,353.5064338235294,984.4796691936596,402.47702205882354,""Low grade"""
"163.jpg,606.0372157133012,194.6829044117647,738.3597518952447,405.1240808823529,""benign finding"""
"165.jpg,1075.7822191592008,784.8529411764706,1139.2970365265335,815.4181985294116,""Low grade"""
"166.jpg,1010.9441764300483,751.7647058823529,1067.842866988284,808.6764705882352,""Low grade"""
"164.jpg,943.4596829772571,427.62408088235287,1024.1764300482428,538.8005514705882,""benign finding"""
"167.jpg,836.2784286698829,471.30055147058823,893.1771192281186,544.0946691176471,""Low grade"""
"170.jpg,1160,80,1268,317.3333333333333,""High grade"""
"170.jpg,1430.6666666666665,334.66666666666663,1518.6666666666665,427.99999999999994,""High grade"""
"171.jpg,864,654.6666666666666,878.6666666666666,674.6666666666666,""benign finding"""
"172.jpg,856,296,885.3333333333334,373.3333333333333,""benign finding"""
"169.jpg,1033.3333333333333,330.66666666666663,1098.6666666666665,425.33333333333326,""High grade"""
"169.jpg,877.3333333333333,520,962.6666666666666,585.3333333333334,""High grade"""
"173.jpg,742.6666666666666,585.3333333333333,801.3333333333333,670.6666666666666,""benign finding"""
"175.jpg,1232,642.6666666666666,1252,705.3333333333333,""benign finding"""
"175.jpg,1059.9999999999998,618.6666666666666,1109.3333333333333,702.6666666666666,""Low grade"""
"174.jpg,650.6666666666666,604,824,738.6666666666666,""benign finding"""
"176.jpg,1624,592,1642.6666666666667,650.6666666666666,""benign finding"""
"176.jpg,1118.6666666666665,214.66666666666666,1247.9999999999998,373.3333333333333,""Low grade"""
"177.jpg,666.6666666666666,408,854.6666666666666,936,""High grade"""
"177.jpg,877.3333333333333,344,1089.3333333333333,414.66666666666663,""High grade"""
"178.jpg,1085.3333333333333,45.33333333333333,1464,946.6666666666666,""High grade"""
"180.jpg,566.6666666666666,502.66666666666663,626.6666666666666,577.3333333333333,""benign finding"""
"179.jpg,701.3333333333333,526.6666666666666,755.9999999999999,618.6666666666666,""benign finding"""
"181.jpg,1044,350.66666666666663,1118.6666666666667,490.66666666666663,""Low grade"""
"181.jpg,885.3333333333333,290.66666666666663,958.6666666666666,377.33333333333326,""High grade"""
"182.jpg,1121.3333333333333,301.3333333333333,1182.6666666666665,433.3333333333333,""Low grade"""
"182.jpg,944,238.66666666666666,1012,350.66666666666663,""High grade"""
"183.jpg,780.7029634734666,497.77113970588226,909.0558235699518,721.3235294117646,""High grade"""
"184.jpg,697.3333333333333,480,899.9999999999999,704,""High grade"""
"187.jpg,856,296,937.3333333333334,401.3333333333333,""High grade"""
"186.jpg,829.3333333333333,622.6666666666666,974.6666666666665,803.9999999999998,""Invasive"""
"186.jpg,874.6666666666666,221.33333333333331,1008,420,""Invasive"""
"185.jpg,806.6666666666666,650.6666666666666,996,861.3333333333333,""Invasive"""
"185.jpg,1102.6666666666665,226.66666666666666,1263.9999999999998,436,""High grade"""
"185.jpg,733.3333333333333,156,874.6666666666665,285.3333333333333,""High grade"""
"188.jpg,1082.6666666666665,294.66666666666663,1222.6666666666665,399.99999999999994,""High grade"""
"188.jpg,1184,410.66666666666663,1266.6666666666667,516,""High grade"""
"189.jpg,1266.6666666666665,461.3333333333333,1359.9999999999998,554.6666666666666,""benign finding"""
"190.jpg,1166.6666666666665,436,1291.9999999999998,545.3333333333334,""benign finding"""
"191.jpg,734.6666666666666,485.3333333333333,765.3333333333333,512,""Low grade"""
"192.jpg,1017.3333333333333,156,1116,234.66666666666666,""Low grade"""
"193.jpg,613.3333333333333,334.66666666666663,674.6666666666666,369.3333333333333,""benign finding"""
"197.jpg,936,594.6666666666666,1006.6666666666666,705.3333333333333,""benign finding"""
"197.jpg,762.6666666666666,600,830.6666666666666,692,""benign finding"""
"197.jpg,941.3333333333333,860,1026.6666666666665,953.3333333333334,""benign finding"""
"195.jpg,913.3333333333333,262.66666666666663,1032,493.33333333333326,""High grade"""
"194.jpg,918.6666666666666,609.3333333333333,953.3333333333333,634.6666666666666,""benign finding"""
"196.jpg,1028,186.66666666666666,1160,430.66666666666663,""High grade"""
"198.jpg,834.6666666666666,690.6666666666666,888,737.3333333333333,""benign finding"""
"198.jpg,697.3333333333333,713.3333333333333,765.3333333333333,754.6666666666666,""benign finding"""
"198.jpg,813.3333333333333,870.6666666666666,897.3333333333333,958.6666666666666,""benign finding"""
"202.jpg,838.6666666666666,777.3333333333333,988,941.3333333333333,""Low grade"""
"201.jpg,656,461.3333333333333,813.3333333333333,629.3333333333333,""Low grade"""
"199.jpg,269.3333333333333,32,614.6666666666666,646.6666666666666,""High grade"""
"199.jpg,969.3333333333333,1.3333333333333333,1332,285.3333333333333,""High grade"""
"200.jpg,325.3333333333333,376,541.3333333333333,762.6666666666666,""High grade"""
"200.jpg,1096,269.3333333333333,1302.6666666666667,533.3333333333333,""High grade"""
"70.jpg,852.1571330117163,472.5,963.3080634045486,569.1176470588235,""Invasive"""
"70.jpg,733.066850447967,624.8299632352941,803.197794624397,706.8887867647059,""High grade"""
"70.jpg,800.5513439007582,529.5358455882352,840.2481047553413,615.5652573529411,""High grade"""
"71.jpg,932.8738800827016,207.91819852941177,1119.4486560992418,389.24172794117646,""Invasive"""
"71.jpg,644.4107512060648,612.9181985294117,800.5513439007581,781.0064338235294,""High grade"""
"71.jpg,811.1371467953136,393.21231617647055,883.9145416953825,575.859375,""High grade"""
"74.jpg,779.3797381116472,157.62408088235293,987.1261199172984,278.06525735294116,""High grade"""
"75.jpg,1041.3783597518952,237.03584558823528,1358.9524465885597,601.0064338235294,""High grade"""
"73.jpg,1013.5906271536871,76.88878676470588,1127.3880082701585,289.97702205882354,""High grade"""
"73.jpg,1054.6106133700896,341.5946691176471,1218.6905582356994,574.5358455882354,""High grade"""
"73.jpg,705.2791178497588,706.8887867647059,872.0055134390076,900.1240808823529,""High grade"""
"72.jpg,857.4500344589939,320.41819852941177,943.4596829772571,408.97058823529414,""High grade"""
"72.jpg,926.2577532736045,415.71231617647055,972.5706409372848,516.3005514705882,""High grade"""
"72.jpg,791.2887663680223,443.50643382352933,837.6016540317023,500.29411764705884,""High grade"""
"79.jpg,754.2384562370779,402.47702205882354,987.1261199172984,534.8299632352941,""Low grade"""
"80.BMP,408.8311688311688,332.987012987013,460.7792207792207,366.2337662337662,""Low grade"""
"80.BMP,471.9480519480519,202.59740259740258,540.5194805194805,248.8311688311688,""Low grade"""
"82.jpg,566.3404548587182,603.6534926470588,658.9662301860786,722.7711397058823,""High grade"""
"82.jpg,542.5223983459683,254.24172794117646,721.157822191592,537.4770220588235,""High grade"""
"78.jpg,1143.2667126119918,448.80055147058823,1253.0944176430048,516.3005514705883,""Low grade"""
"81.BMP,438.70129870129864,218.70129870129867,462.59740259740255,254.025974025974,""Low grade"""
"81.BMP,351.4285714285714,306.49350649350646,376.8831168831168,351.16883116883116,""Low grade"""
"86.BMP,170.1298701298701,202.59740259740258,200.25974025974023,306.49350649350646,""Low grade"""
"83.jpg,520.0275671950379,70.27113970588235,887.8842177808408,533.5064338235294,""High grade"""
"83.jpg,596.7746381805651,761.1534926470588,778.0565127498278,970.2711397058823,""High grade"""
"84.jpg,628.5320468642316,242.32996323529412,764.8242591316334,357.47702205882354,""Low grade"""
"84.jpg,960.6616126809098,372.0358455882353,1198.842177808408,594.3887867647059,""Low grade"""
"85.jpg,570.3101309441764,304.5358455882353,686.7539627842867,615.5652573529412,""Low grade"""
"85.jpg,969.9241902136458,263.5064338235294,1194.87250172295,536.1534926470588,""Low grade"""
"87.BMP,156.62337662337652,181.29870129870125,183.37662337662334,294.025974025974,""Low grade"""
"89.BMP,248.57142857142856,191.68831168831167,266.75324675324674,213.50649350649348,""Low grade"""
"90.BMP,336.3636363636363,158.96103896103895,391.9480519480519,234.8051948051948,""Low grade"""
"90.BMP,190.38961038961037,175.58441558441558,230.90909090909088,234.8051948051948,""benign finding"""
"91.BMP,164.4155844155843,62.33766233766231,260.2597402597402,220.25974025974017,""High grade"""
"92.BMP,169.87012987012986,92.98701298701296,295.8441558441558,284.15584415584414,""High grade"""
